,url,title,bed,title2,location,badge,cancellation_policy,accommodates,amenity_Hướng nhìn đẹp mắt,amenity_Phòng tắm,amenity_Phòng ngủ và giặt ủi,amenity_Giải trí,amenity_Gia đình,amenity_Hệ thống sưởi và làm mát,amenity_Quyền riêng tư và an toàn,amenity_Internet và văn phòng,amenity_Đồ dùng nấu bếp và ăn uống,amenity_Các đặc điểm về vị trí,amenity_Ngoài trời,amenity_Chỗ đỗ xe và cơ sở vật chất,amenity_Dịch vụ,rating_Total,rating_Mức độ sạch sẽ,rating_Độ chính xác,rating_Nhận phòng,rating_Giao tiếp,rating_Vị trí,rating_Giá trị,price_per_night,prices_Phí vệ sinh,prices_Phí dịch vụ Airbnb,amenity_An toàn nhà ở,amenity_Không bao gồm,prices_Ưu đãi đặc biệt,prices_Giảm giá cho thời gian ở dài hạn,prices_Giảm giá cho khách đặt sớm
108,https://www.airbnb.com.vn/rooms/1025889819659230708?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702197368_wIOFmOBoFwVSxBMH&previous_page_section_name=1000,Minimalism Studio 04 có cửa sổ,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Phòng riêng tại căn hộ cho thuê tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 2 khách,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Máy sấy phí Miễn phí – Trong toà nhà', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Nơi để quần áo: phòng thay đồ, tủ quần áo, tủ đồ và tủ ngăn kéo']",['Phòng theo chủ đề'],"['Chấn song cửa sổ', 'Đồ bịt ổ điện', 'Rào chắn an toàn cho em bé']",['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp từ', 'Ấm đun nước nóng', 'Thùng rác có chức năng nén rác', 'Bàn ăn', 'Cà phê']",['Ven sông/hồ/biển'],,"['Chỗ đỗ xe miễn phí tại nơi ở', 'Thiết bị sạc xe điện']","['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Nhân viên trực cửa', 'Có dịch vụ dọn vệ sinh trong thời gian ở']",1 đánh giá,,,,,,,$15,,$10,"['Camera an ninh trong nhà', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']","['Không có: TV', 'Không có: Hệ thống sưởi']",-$18,,
109,https://www.airbnb.com.vn/rooms/976614120202077468?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1736630786&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702197368_%2BXapLnygLtfpxPlc&previous_page_section_name=1000,"Phòng ngủ riêng, tầm nhìn toàn cảnh với một đầu bếp sống",1 giường ·  · Phòng vệ sinh chung,"Phòng tại Quận 4, Việt Nam","Quận 4, Thành phố Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Hoàn tiền một phần: Nhận lại 50% chi phí cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền cho số đêm bạn đã ở hoặc phí dịch vụ.,Tối đa 1 khách,['Hướng nhìn ra đường chân trời thành phố'],"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Bồn cầu vệ sinh thông minh', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong căn hộ', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Két sắt', 'Nơi để quần áo: tủ đồ']",['TV'],,"['Máy điều hòa không khí gắn trên cửa sổ', 'Quạt trần']","['Khóa ở cửa phòng ngủ', 'Máy báo khói', 'Bình chữa cháy', 'Bộ sơ cứu']","['Wi-fi nhanh – 219 Mbps', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ đông', 'Máy rửa chén bát', 'Bếp từ', 'Lò nướng đơn bằng thép không gỉ', 'Ấm đun nước nóng', 'Khay nướng bánh', 'Máy xay sinh tố', 'Nồi cơm điện', 'Đồ dùng nướng thịt ngoài trời', 'Bàn ăn']",,,"['Thang máy', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Có dịch vụ dọn vệ sinh trong thời gian ở', 'Chủ nhà chào đón bạn']",,,,,,,,$19,$4,$14,,"['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",,,
110,https://www.airbnb.com.vn/rooms/984643889600515335?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702197368_qA8AcgoqNJ9toLeF&previous_page_section_name=1000,Cảm nhận sự sang trọng @Metropole với hồ bơi/phòng tập thể dục tuyệt đẹp,3 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 2, Việt Nam","Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,Bạn được hoàn tiền một phần nếu hủy trước khi nhận phòng lúc 11 thg 12.,Tối đa 3 khách,['Hướng nhìn ra sông'],"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo']","['TV', 'Thiết bị tập thể dục']",['Sân chơi ngoài trời'],"['Điều hòa nhiệt độ', 'Hệ thống sưởi']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ đông', 'Bếp', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Khay nướng bánh', 'Nồi cơm điện', 'Thùng rác có chức năng nén rác', 'Bàn ăn', 'Cà phê']","['Ven sông/hồ/biển', 'Lối ra hồ', 'Hiệu giặt ủi tự động gần đây']","['Sân hoặc ban công', 'Sân sau', 'Nội thất ngoài trời', 'Khu vực ăn uống ngoài trời', 'Lò nướng BBQ', 'Ghế tắm nắng']","['Miễn phí đỗ xe trên đường/phố', 'Bể bơi Chung – có sẵn hoặc phục vụ quanh năm', 'Phòng xông hơi khô', 'Thang máy', 'Thiết bị sạc xe điện', 'Phòng tập thể hình', 'Chỗ đỗ xe ngoài khuôn viên, có thu phí', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím', 'Có dịch vụ dọn vệ sinh trong thời gian ở']","5,0 · 3 đánh giá","5,0","5,0","5,0","5,0","5,0","5,0",,,,"['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']",['Không có: Camera an ninh trong nhà'],,,
111,https://www.airbnb.com.vn/rooms/24380995?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=478553880&check_in=2023-12-17&check_out=2023-12-22&source_impression_id=p3_1702197368_UKiRfmudXp3ao6nt&previous_page_section_name=1000,Chỗ ở trên tầng thượng * Gần chợ Bến Thành,1 giường ·  · Phòng tắm khép kín,Phòng tại Việt Nam,Việt Nam,,"Hủy miễn phí trước 14:00, 12 thg 12.",Tối đa 2 khách,,"['Máy sấy tóc', 'Dầu gội đầu', 'Nước nóng']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bàn là']",['TV'],['Sân chơi ngoài trời'],"['Điều hòa nhiệt độ', 'Lò sưởi trong nhà', 'Hệ thống sưởi']","['Khóa ở cửa phòng ngủ', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc']",['Lối vào riêng'],,"['Chỗ đỗ xe miễn phí tại nơi ở', 'Miễn phí đỗ xe trên đường/phố']","['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím']","4,63 · 126 đánh giá","4,5","4,8","4,9","4,9","4,8","4,7",$12,,$9,,,,,
112,https://www.airbnb.com.vn/rooms/846873305546017539?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702197368_OjYNhkqgtsk2L61A&previous_page_section_name=1000,Lock kock 720.Near Ben Thanh market D1,4 khách ·  · 1 phòng ngủ  ·  · 2 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 4 khách,,,['Máy giặt'],,,['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']",['Bếp'],,,['Chỗ đỗ xe có thu phí trong khuôn viên'],['Cho phép thú cưng'],"4,63 · 24 đánh giá","4,5","4,7","4,6","4,8","4,7","4,7",$21,$9,$16,,"['Không có: Camera an ninh trong nhà', 'Không có: TV', 'Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",,,
113,https://www.airbnb.com.vn/rooms/1022372850749796214?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702197368_oT2kp%2FvpnC01%2F86s&previous_page_section_name=1000,Perry So Cute Studio,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Phòng tại khách sạn tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 2 khách,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Nơi để quần áo']",['Phòng theo chủ đề'],"['Chấn song cửa sổ', 'Đồ bịt ổ điện']",['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ đông', 'Bếp', 'Thùng rác có chức năng nén rác', 'Bàn ăn', 'Cà phê']",['Ven sông/hồ/biển'],,"['Chỗ đỗ xe miễn phí tại nơi ở', 'Thang máy', 'Thiết bị sạc xe điện', 'Chỗ đỗ xe ngoài khuôn viên, có thu phí']","['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Nhân viên trực cửa', 'Có dịch vụ dọn vệ sinh trong thời gian ở']",,,,,,,,$15,,$11,"['Camera an ninh trong nhà', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']","['Không có: TV', 'Không có: Hệ thống sưởi']",-$19,,
114,https://www.airbnb.com.vn/rooms/574149833354764143?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702197368_ZBS2jrj1bgpPFACy&previous_page_section_name=1000,Aqua 1 vinhome Golden River( dài hạn),2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ chung cư cao cấp tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 2 khách,,,,,,,,,,,,,,"4,80 · 15 đánh giá","4,5","4,8","4,7","4,6","4,9","4,6",$39,$5,$28,,,,,
115,https://www.airbnb.com.vn/rooms/966606343727480229?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1727776086&check_in=2023-12-18&check_out=2023-12-23&source_impression_id=p3_1702197368_MK%2BYKOlW3TPD6FPV&previous_page_section_name=1000,Phòng riêng yên tĩnh tại Quận 1 - L3,1 giường queen ·  · Phòng tắm khép kín,"Phòng tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Hủy miễn phí trước 13 thg 12.,Tối đa 2 khách,,,,,,,,,,,,,,"4,73 · 11 đánh giá","4,7","4,7","4,9","4,7","4,9","4,9",$17,,$12,,,,,
116,https://www.airbnb.com.vn/rooms/711960758494920396?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702197368_BsXwZNnhvIkecZVu&previous_page_section_name=1000,Sạch sẽ và siêu ấm cúng ~ Giường tầng rộng rãi |B3|,"6 giường ·  · 1,5 phòng vệ sinh chung","Phòng tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận lại 50% chi phí cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền cho số đêm bạn đã ở hoặc phí dịch vụ.,Tối đa 1 khách,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo']",,,['Điều hòa nhiệt độ'],,"['Wi-fi nhanh – 147 Mbps', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ lạnh mini', 'Ấm đun nước nóng']",,['Sân hoặc ban công'],['Chỗ đỗ xe miễn phí tại nơi ở'],"['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Khóa thông minh', 'Có dịch vụ dọn vệ sinh trong thời gian ở']","4,78 · 32 đánh giá","4,6","4,7","4,6","4,8","4,8","4,9",$5,,$4,"['Camera an ninh trong nhà', 'Bình chữa cháy', 'Bộ sơ cứu']","['Không có: TV', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",,,
117,https://www.airbnb.com.vn/rooms/875102494651732148?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702197368_%2FIMwwQKO9D6flJ%2Bp&previous_page_section_name=1000,Khu phố Nhật D1! Vị trí tốt nhất + Netflix + Nhà bếp,2 khách ·  · Phòng studio ·  · 1 giường ·  · 1 phòng tắm,"Phòng riêng tại căn hộ dịch vụ tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 2 khách,,"['Bồn tắm', 'Máy sấy tóc', 'Dầu gội đầu', 'Xà phòng tắm', 'Bồn cầu vệ sinh thông minh', 'Nước nóng', 'Sữa tắm']","['Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Nơi để quần áo']","['32"" TV với Netflix']",,"['Điều hòa nhiệt độ', 'Quạt cầm tay']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp', 'Ấm đun nước nóng', 'Nồi cơm điện', 'Bàn ăn']",,,['Thang máy'],"['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Khóa thông minh']","4,80 · 5 đánh giá","4,5","4,8","4,8","5,0","4,6","4,8",$23,$4,,"['Camera an ninh trong nhà', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']","['Không có: Máy giặt', 'Không có: Máy sấy quần áo', 'Không có: Hệ thống sưởi']",,,
118,https://www.airbnb.com.vn/rooms/39938422?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=905089390&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702197368_wX1qaA8wMrEkZu2c&previous_page_section_name=1000,Studio sạch tại Bùi Viện,,,"Quận 1, Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 2 khách,,"['Máy sấy tóc', 'Dầu gội đầu']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Bàn là']",,,['Điều hòa nhiệt độ'],"['Không có: Khóa ở cửa phòng ngủ', 'Không có: TV', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",['Wi-fi'],"['Bếp', 'Tủ lạnh']",,['Sân hoặc ban công'],,"['Tự nhận phòng', 'Hộp khóa']","3,89 · 36 đánh giá",,,,,,,$12,$5,$9,"['Camera an ninh trong nhà', 'Bình chữa cháy']",,,,
119,https://www.airbnb.com.vn/rooms/794573828476835312?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-01&check_out=2024-02-06&source_impression_id=p3_1702197368_9Oo9qEfOGU22Ll9i&previous_page_section_name=1000,Kiyo31. Phòng đáng yêu ở thị trấn Nhật Bản TP HCM,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm riêng,"Phòng tại căn hộ khách sạn tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Hủy miễn phí trong 48 giờ.,Tối đa 2 khách,,"['Bồn tắm', 'Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Bồn cầu vệ sinh thông minh', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Máy sấy phí Miễn phí – Trong toà nhà', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Két sắt', 'Nơi để quần áo: tủ quần áo']",['TV'],,"['Điều hòa nhiệt độ', 'Quạt trần']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ lạnh mini', 'Bếp', 'Ấm đun nước nóng', 'Nồi cơm điện']",,,"['Chỗ đỗ xe miễn phí tại nơi ở', 'Thang máy']","['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Có dịch vụ dọn vệ sinh trong thời gian ở']",,,,,,,,$30,,$21,"['Camera an ninh trong nhà', 'Máy báo khói', 'Bình chữa cháy', 'Bộ sơ cứu']","['Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",,,
120,https://www.airbnb.com.vn/rooms/22628565?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702197368_PtnLKx69GUklsJPe&previous_page_section_name=1000,Kizuna Stay Saigon 302,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm đầy đủ và 1 phòng vệ sinh cơ bản riêng,"Phòng riêng tại căn hộ dịch vụ tại Bến Nghé, Việt Nam","Bến Nghé, Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Bạn được hoàn tiền một phần nếu hủy trước khi nhận phòng lúc 11 thg 12.,Tối đa 2 khách,,"['Dầu gội đầu', 'Nước nóng']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Thêm chăn gối', 'Bàn là']","['Kết nối Ethernet', 'TV với truyền hình cáp tiêu chuẩn']",,['Điều hòa nhiệt độ'],,['Wi-fi'],"['Bếp', 'Tủ lạnh', 'Lò vi sóng']",['Lối vào riêng'],,"['Chỗ đỗ xe miễn phí tại nơi ở', 'Thang máy', 'Chỗ đỗ xe ngoài khuôn viên, có thu phí', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép gửi hành lý', 'Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Nhân viên trực cửa']",,,,,,,,$22,,$16,"['Máy báo khói', 'Bình chữa cháy']","['Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",,,
121,https://www.airbnb.com.vn/rooms/38577829?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1497606945&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702197368_lsFhMLix0Uvl7g5y&previous_page_section_name=1000,Trung tâm thành phố Hồ Chí Minh - Quận 1,,,"Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 2 khách,,"['Máy sấy tóc', 'Dầu gội đầu', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Bàn là']",,,['Điều hòa nhiệt độ'],['Khóa ở cửa phòng ngủ'],"['Wi-fi nhanh – 61 Mbps', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Bát đĩa và đồ bạc', 'Bếp']",['Lối vào riêng'],,,"['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Chủ nhà chào đón bạn']","4,94 · 16 đánh giá",,,,,,,$16,,$11,,"['Không có: TV với truyền hình cáp tiêu chuẩn', 'Không có: Máy sấy quần áo', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",,-$4,
122,https://www.airbnb.com.vn/rooms/670823044148797328?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-07&check_out=2024-01-12&source_impression_id=p3_1702197368_xJaxPtVHtNJOD5Kd&previous_page_section_name=1000,Nhà thông minh | Bồn tắm @Ben Thành Insta-Worthy,3 khách ·  · Phòng studio ·  · 2 giường ·  · 1 phòng tắm đầy đủ và 1 phòng vệ sinh cơ bản riêng,"Toàn bộ căn hộ cho thuê tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 3 khách,['Hướng nhìn ra đường chân trời thành phố'],"['Bồn tắm', 'Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu In house', 'Xà phòng tắm In House', 'Bồn cầu vệ sinh thông minh', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong căn hộ', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bàn là', 'Nơi để quần áo']","['Kết nối Ethernet', '100"" HDTV với Amazon Prime Video, Chromecast, Disney+, HBO Max, Hulu, Netflix, truyền hình cáp cao cấp']",['Ghế ăn độc lập cho bé – luôn có sẵn tại nhà/phòng cho thuê'],['Điều hòa không khí – hệ thống hai cụm không ống gió'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh Sharp ', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ lạnh mini', 'Bếp điện vn', 'Ấm đun nước nóng']",,['Sân hoặc ban công'],"['Bồn tắm nước nóng riêng', 'Thiết bị sạc xe điện', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Tự nhận phòng', 'Hộp khóa']","4,72 · 95 đánh giá","4,6","4,7","4,8","4,9","4,8","4,7",$45,$10,,"['Máy báo khói', 'Máy phát hiện khí CO']","['Không có: Camera an ninh trong nhà', 'Không có: Lối vào riêng', 'Không có: Hệ thống sưởi']",,,
123,https://www.airbnb.com.vn/rooms/875714269740201815?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702197368_rwBRcNpqoR9tBkgR&previous_page_section_name=1000,Chip’s House District 1 Central City,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 2 khách,,,,,,,,,,,,,,,,,,,,,$17,$3,$12,,,,,
124,https://www.airbnb.com.vn/rooms/23778998?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=462786952&check_in=2023-12-24&check_out=2023-12-29&source_impression_id=p3_1702197368_rNAG36e7ZodVNTws&previous_page_section_name=1000,Cozy Place District 1 (Phòng tắm riêng) Thang máy,1 giường queen ·  · Phòng tắm khép kín,"Phòng tại Phường Nguyễn Cư Trinh, Việt Nam","Phường Nguyễn Cư Trinh, Hồ Chí Minh, Việt Nam",,Hủy miễn phí trước 23 thg 12.,Tối đa 2 khách,,"['Máy sấy tóc', 'Dầu gội đầu', 'Nước nóng']","['Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Bàn là']",,,['Điều hòa nhiệt độ'],"['Khóa ở cửa phòng ngủ', 'Camera an ninh trong nhà', 'Máy phát hiện khí CO', 'Bộ sơ cứu']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp']",,['Sân hoặc ban công'],"['Chỗ đỗ xe miễn phí tại nơi ở', 'Miễn phí đỗ xe trên đường/phố', 'Thang máy']","['Cho phép thú cưng', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Nhân viên trực cửa']","4,86 · 92 đánh giá","4,9","4,8","4,9","4,9","4,8","4,8",$13,$5,$10,,"['Không có: TV', 'Không có: Máy giặt', 'Không có: Máy báo khói', 'Không có: Hệ thống sưởi']",,,
